"Restaurant.name","offense_date","citstzip","staddress","comments","ins_date","X","seq_01","citation"
"Granby American Legion","5/30/2015","Granby, MA 01033","74 Pleasant Street","","01-Jun-15",NA,NA,""
"Jade Pacific","5/30/2015","Billerica, Ma 01821","770 Boston Road","","02-Jul-15",NA,NA,""
"Private","5/30/2015","Private","private","","26-Jan-16",NA,NA,""
"private residence","5/30/2015","xxx","xxx","","29-Jan-16",NA,NA,""
"Sharky's Cantina","5/30/2015","Edgartown, MA 02539","Upper Main Street","","11-Jun-15",NA,NA,""
"Sportsmans Club","5/30/2015","Pittsfield, MA 01201","Pecks Rd.","","11-Sep-15",NA,NA,""
"Strurbridge Host Hotel","5/30/2015","Sturbridge, MA 01566","Main St.","","11-Aug-15",NA,NA,""
"The Grog","5/30/2015","Newburyport, MA 01950","13 Middle Street","","01-Jun-15",NA,NA,""
"Ventuno","5/30/2015","Nantucket, MA 02554","21 Federal Street","","03-Aug-16",NA,NA,""
"Vintage Grill","5/30/2015","Worcester, MA 01604","346 Shrewsbury Street","","10-Jun-15",NA,NA,""
"Antigua LLC Casa Anatiqua","5/31/2015","Lynn MA","129 Oxford St","","29-Sep-15",NA,1,"M8280037"
"Clarion Hotel Wakefield","5/31/2015","Wakefield,MA 01880","595 North Avenue","","17-Feb-16",NA,1,"R0684801"
"Knights of Columbus","5/31/2015","Leicester, MA 01524","4528 Mannville Street","","21-Oct-15",NA,NA,""
"Private","5/31/2015","xxxx","xxxx","45 Day loss of license","15-Dec-15",NA,NA,""
"Private","5/31/2015","Private","Private","","21-Jan-16",NA,NA,""
"","5/31/2015","","","","06-Jul-15",NA,NA,""
"","5/31/2015","","","","30-Oct-15",NA,NA,""
"Bounti-Fare Restaurant","6/1/2015","Adams, MA 01220","200 Howland Avenue","","09-Sep-15",NA,1,"R2234214"
"Cask 'n Flagon","6/1/2015","Boston, MA 02215","62 Brookline Ave.","","14-Aug-15",NA,1,"R2430832"
"The Black Cat","6/1/2015","Hyannis, MA 02601","159 Ocean St","","06-May-16",NA,NA,""
"Town Line Luxury lanes","6/1/2015","Malden MA 02148","665 Broadway","","20-Jan-16",NA,NA,""
"Starlight","6/2/2015","Southbridge, MA 01550","Hamilton St.","","20-Nov-15",NA,NA,""
"Devens Grille","6/3/2015","Devens, MA 01434","4 Ryans Way","","03-Jun-15",NA,NA,""
"House of Blues","6/3/2015","Boston, MA 02215","15 Lansdowne St.","","08-Jul-15",NA,NA,""
"Midway Cafe","6/3/2015","Jamaica Plain, MA 02130","3496 Washington Street","","09-Jul-15",NA,NA,""
"BARRY'S PLACE","6/4/2015","MENDON, MA 01756","35 HASTINGS STREET","","29-Aug-16",NA,1,"M6868018"
"Casey's Pool Hall","6/4/2015","Pittsfield, MA 01201","Dalton Avenue","","24-Jun-15",NA,1,"R0938772"
"NONE","6/4/2015","NONE","NONE","","27-Jan-16",NA,NA,""
"Solmar Restaurant","6/4/2015","Indian Orchard, MA 01151","132 Main Street","","04-Jun-15",NA,NA,""
"Winner's Circle","6/4/2015","Salisbury, MA 01952","Elm Street","","05-Jun-15",NA,NA,""
"Hawks Nest Tavern","6/5/2015","Whitinsville, MA 01588","40 Plummer Avenue","","31-Dec-15",NA,NA,""
"LO NUESTRO CAFE (ONYX)","6/5/2015","LYNN MA 01901","54 STATE ST.","","11-Jan-16",NA,NA,""
"private","6/5/2015","private","private","","28-Aug-15",NA,NA,""
"Applebee's","6/6/2015","Leominster, MA 01453","Main Street","","15-Oct-15",NA,1,"R1560892"
"Fenway Park","6/6/2015","Boston, MA 02215","4 Yawkey Way","","12-Jun-15",NA,NA,""
"Joe Angelo's Cafe","6/6/2015","Brockton, MA 02301","11 Crescent Street","","09-Jun-16",NA,NA,""
"Margarita's Mexican Restaurant","6/6/2015","Framingham, MA 01701","725 Cochituate Rd,","","06-Jul-15",NA,NA,""
"Slades","6/6/2015","Boston MA 02120","958 Tremont St","","21-Oct-15",NA,NA,""
"The Crown","6/6/2015","Lowell MA 01852","74 Middlesex Street","","17-Aug-15",NA,NA,""
"The Ritz Cafe","6/6/2015","Oak Bluffs, MA 02557","4 Circuit Ave","","12-Nov-15",NA,NA,""
"Chip Shots Pub","6/7/2015","Littleton, MA 01460","245 Ayer Road","","30-Nov-15",NA,1,"R2271479"
"Colonial Hotel","6/7/2015","Gardner, MA 01440","625 Betty Spring Road","","04-Aug-15",NA,NA,""
"Northbridge Country Club","6/7/2015","Southington, CT 06489","300 Welch Road","","10-Jun-15",NA,NA,""
"OPUS","6/7/2015","Salem, MA 01970","87 Washington Street","","08-Jun-15",NA,NA,""
"Samba Bar & Grille","6/7/2015","Somerville, MA 02143","596-08 Somerville","","18-Sep-15",NA,NA,""
"Singapore Restaurant","6/8/2015","Fitchburg, MA 01420","170 Whalon Street","","09-Dec-15",NA,NA,""
"Catcher's Mitt","6/9/2015","Lowell, MA 01850","726 Gorham St","","18-Dec-15",NA,1,"R1435102"
"Prime Steakhouse and Bar","6/9/2015","Lenox, MA 01240","15 Franklin St","","20-Aug-15",NA,NA,""
"private","6/9/2015","xxx","xxx","","03-Sep-15",NA,NA,""
"Ocean Kai","6/10/2015","Hingham, MA 02043","300 Lincoln St","","24-Jul-15",NA,NA,""
"Private","6/10/2015",NA,NA,"","26-Aug-15",NA,NA,""
"Rhumb Line","6/10/2015","Gloucester, MA 01930","40 Railroad Avenue","","23-Jun-15",NA,NA,""
"The Lobster Pot","6/10/2015","Provincetown, MA 02657","321 Commercial Street","","09-Jul-15",NA,NA,""
"TIki Bar","6/10/2015","Westford, MA 01886","Nashoba Valley Ski Area
 79 Powers Rd","","12-Jun-15",NA,NA,""
"Clarion Hotel","6/11/2015","Northampton, MA 01060","1 Atwood Drive","","11-Jun-15",NA,1,"R1753966"
"Methuselah Bar and Lounge","6/11/2015","Pittsfield, MA 01201","391 North Street","","09-Jul-15",NA,NA,""
"Napper Tandy""s Pub","6/11/2015","Norwood, Ma 02062","46 Day Street","","15-Jul-15",NA,NA,""
"Napper Tandy's","6/11/2015","Norwood, Ma 02062","46 Day Street","","14-Aug-15",NA,NA,""
"Double Dragon","6/12/2015","Orleans, MA 02653","Route 6A","","16-Jul-15",NA,NA,""
"The Deck","6/12/2015","Northampton, MA 01060","125A Pleasant Street","","14-Jul-15",NA,NA,""
"Crossroads Cafe","6/13/2015","Acton, MA 01720","Nagog Park","","24-Aug-15",NA,NA,""
"Fire Fly's","6/13/2015","Marlboro, MA 01752","Route 20","","15-Jun-15",NA,NA,""
"Kyoto Bar and Grill","6/13/2015","Worcester, MA 01605","535 Lincoln Street
 Lincoln Plaza","","27-Jul-15",NA,NA,""
"Memphis Joe's Barbecue","6/13/2015","Weymouth, MA 02189","450 Washington Street","","24-Jun-15",NA,NA,""
"Nautilus","6/13/2015","Nantucket, MA 02554","12 Cambridge Street","","08-Dec-15",NA,NA,""
"NONE","6/13/2015","NONE","NONE","","24-Jun-15",NA,NA,""
"SHAKAGO MARTINI AND PIANO BAR","6/13/2015","SPRINGFIELD, MA","021-23 HAMPDEN ST","","17-Jul-15",NA,NA,""
"THE BARN","6/13/2015","AMESBURY, MA 01913","5 RING STREET","","17-Jun-15",NA,NA,""
"Waxy O'Connor's Irish Pub","6/13/2015","Foxboro, MA 02035","121 Main St","","15-Jun-15",NA,NA,""
"Wunderbar","6/13/2015","Allston MA 02134","186 Harvard Ave","","11-Mar-16",NA,NA,""
"Does not recall","6/14/2015","N/A","N/A","","24-Jul-15",NA,NA,""
"ELIXIR HOOKAH LOUNGE","6/14/2015","METHUEN, MA 01844","224 E STREET","","26-Jan-16",NA,NA,""
"Michael's Harborside","6/14/2015","Newburyport Ma 01950","2 tournamant wharf","","07-Aug-15",NA,NA,""
"Private","6/14/2015","xxxx","xxxx","90 Days Loss of License","12-Nov-15",NA,NA,""
"The Still","6/14/2015","Agawam MA 01001","1813 Main St","","15-Jun-15",NA,NA,""
"Torino's Restaurant & Bar","6/14/2015","Hyannis, MA 02601","415 Main Street","","10-Mar-16",NA,NA,""
"Fenway Park","6/15/2015","Boston, MA","Yawkey Way","","21-Oct-15",NA,NA,""
"Black Cow","6/16/2015","Newburyport, MA 01950","54 Merrimac Street","","23-Jun-15",NA,1,"R0228838"
"Turtle Pond","6/17/2015","Palmer, MA 01069","349 Wilbraham St","","29-Jul-15",NA,NA,""
"NAGA","6/18/2015","Cambridge, MA 02139","450 Massachusetts Ave","","07-Jul-15",NA,NA,""
"private","6/18/2015","private","private","","15-Sep-15",NA,NA,""
"Private","6/18/2015","Private","Private","","23-Sep-15",NA,NA,""
"The Fireside","6/18/2015","Methuen, MA 01844","171 Pelham Street","","20-Jan-16",NA,NA,""
"The Iron Horse","6/19/2015","Fitchburg Ma 01420","Airport Road","","13-Jan-16",NA,NA,""
"The Red Rock Restaurant","6/19/2015","Upton, MA 01568","Rte 140","","14-Sep-15",NA,NA,""
"89 Trattoria","6/20/2015","Milford, Ma 01757","89 Main Street","","22-Jun-15",NA,1,"R1268949"
"FUJI","6/20/2015","SOMMERVILLE MA 02145","320 CANAL ST.","","24-Jul-15",NA,NA,""
"High Horse Brewery and Bistro","6/20/2015","Amherst MA 01002","24 N Pleasant Street","","01-Jul-15",NA,NA,""
"Savannah Restaurant","6/20/2015","Lowell, MA 01852","25 Market Street","","14-Aug-15",NA,NA,""
"The Deck","6/20/2015","Northampton, MA 01060","Gleason Plaza","","03-Dec-15",NA,NA,""
"Wampatuck Country Club","6/20/2015","Canton, MA 02021","99 Pleasant Gardon Rd","","06-Jul-15",NA,NA,""
"","6/20/2015","","","","19-Nov-15",NA,NA,""
"American Graffiti","6/21/2015","Lunenburg, MA 01462","113 Summer Street","","18-Aug-15",NA,1,"R0533052/R0533053"
"Castaway's Lounge","6/21/2015","Whately MA 01093","Route 5","","09-Jun-16",NA,1,"R2374886"
"Lola's","6/21/2015","Oak Bluffs, MA 02557","15 Island Road","","23-Jul-15",NA,NA,""
"private residence","6/21/2015","xxx","xxx","","21-Apr-16",NA,NA,""
"The Middle East","6/21/2015","Cambridge, MA 02139","Central St","","28-Sep-15",NA,NA,""
"Black Sheep Tavern","6/23/2015","Sterling,, MA 01564","261 Leominster Road","","31-Jul-15",NA,1,"R0822897"
"British Beer Company","6/24/2015","Framingham MA 01702","120 Worcester Rd","","22-Jul-15",NA,1,"R1247632"
"DelFriscos","6/24/2015","Boston, MA 02127","Northern Avenue","","07-Jul-15",NA,NA,""
"Michael's Harborside","6/24/2015","Newburyport, MA 01950","Tournament Wharf","","28-Jul-15",NA,NA,""
"Bell and Hand","6/25/2015","Boston, MA 02114","45 Union St","","14-Aug-15",NA,1,"R0230647"
"Castaway Lounge","6/25/2015","Whately MA 01093","Route 5 & 10","","10-Sep-15",NA,1,"M2689859"
"Far Corner Golf Club","6/25/2015","Boxford, MA 01921","5 Barker Road","","05-Aug-15",NA,NA,""
"Frederick S Healy Post # 159 American Legion","6/25/2015","Westford, MA 01886","P.O. Box 3010
 2 Cross Street","","20-Jul-15",NA,NA,""
"Lodge Bar & Grill","6/25/2015","Randolph, MA 02368","1064 N Main St","","13-Jul-15",NA,NA,""
"Tao's Asian Cuisine","6/25/2015","East Longmeadow, MA 01028","31 Harkness Avenue","","10-Jul-15",NA,NA,""
"Water Club","6/25/2015","Quincy Ma 02171","319 Victory Rd","","10-Jul-15",NA,NA,""
"FRANCO CLUB","6/26/2015","HOLYOKE, MA 01040","NORTH BRIDGE ST","","21-Aug-15",NA,NA,""
"Old Oak","6/26/2015","Merrimac, MA 01860","Main Street","","29-Jun-15",NA,NA,""
"sawa","6/26/2015","Gardner, Ma. 01440","360 Timpany Plaza","","01-Sep-15",NA,NA,""
"Toby Keith's I Love this Bar and Grill","6/26/2015","Foxboro, MA 02035","275 Patriot Pl","","11-Aug-15",NA,NA,""
"Turtle Pond","6/26/2015","Palmer, MA 01069","PO Box 789","","17-Aug-15",NA,NA,""
"Hampton Beach Club Casino","6/27/2015","Hampton, NH 03842","Ashworth Avenue","","29-Jun-15",NA,NA,""
"Harp","6/27/2015","Boston, Ma","","","21-Dec-15",NA,NA,""
"Lynda's","6/27/2015","Southbridge, MA 01550","37-39 Central St.","","16-Jul-15",NA,NA,""
"Rockafellas","6/27/2015","Salem, MA 01970","227-31 Essex Street","","14-Aug-15",NA,NA,""
"Stephi's on Tremont","6/27/2015","Boston, MA 02134","571 Tremont St.","","29-Jun-15",NA,NA,""
"THE GRILL","6/27/2015","ADAMS, MA 01220","SUMMER STREET","","25-Sep-15",NA,NA,""
"The Loft","6/27/2015","Edgartown, MA 02539","Oak Bluffs Ave","","24-Sep-15",NA,NA,""
"Unknown","6/27/2015","Unknown","Unknown","","29-Jun-15",NA,NA,""
"Black Horse Tavern","6/28/2015","Winchester, MA 01890","32-38 Waterfield Rd","","03-Aug-15",NA,1,"M5305935"
"Days End","6/28/2015","Oxford, MA 01540","Main St.","","29-Sep-15",NA,NA,""
"Rail Trail","6/28/2015","Hudson, MA 01749","33 Main Street","","05-Aug-15",NA,NA,""
"Speakers, Inc, DBA Speakers Nightclub","6/28/2015","Marlborough, MA 01752","19 Weed Street","","02-Mar-16",NA,NA,""
"Centerfold's","6/29/2015","Worcester, MA 01604","299 SW Cutoff","","27-Aug-15",NA,1,"R0379891"
"pvt. residence","6/29/2015","xxx","xxx","","04-Aug-15",NA,NA,""
"Sylvan Street Grille","6/29/2015","Peabody, MA 01960","12 Sylvan Street","","14-Jan-16",NA,NA,""
"Partners Pub","7/1/2015","Fitchburg, MA 01420","970 South Street","","04-Aug-15",NA,NA,""
"The Ritz Cafe","7/1/2015","Oak Bluffs, MA 02557","4 Circuit Ave","","28-Jul-15",NA,NA,""
"unknown","7/1/2015","unknown","unknown","","12-Aug-15",NA,NA,""
"Bishop's Lounge","7/2/2015","Northampton, MA 01060","41 Strong Avenue","","07-Jul-15",NA,1,"R2068139"
"Dave & Buster's","7/2/2015","Woburn, MA 01801","271 Mishawum Rd","","06-Aug-15",NA,NA,""
"Rosegarden Restaurant and Lounge","7/2/2015","Upton, MA 01568","16 Milford Street","","09-Dec-15",NA,NA,""
"Spruce Street Tavern","7/2/2015","Clinton, MA 01510","68 Spruce Street","","06-Jul-15",NA,NA,""
"Galway Bay Irish Pub","7/3/2015","Worcester, MA 01603","186 Stafford Street","","28-Dec-15",NA,NA,""
"Finely JP's","7/4/2015","Wellfleet, MA 02667","Route 6A","","06-Jul-15",NA,NA,""
"Northend Boat Club","7/4/2015","Newburyport, MA 01950","Merrimac Street","","21-Jun-16",NA,NA,""
"private","7/4/2015","private","private","","07-Oct-15",NA,NA,""
"Private","7/4/2015","Private","Private","","05-Jan-16",NA,NA,""
"pvt residence","7/4/2015","xxx","xxx","","07-Aug-15",NA,NA,""
"T BONES","7/4/2015","PLYMOUTH, MA 02360","COURT ST","","08-Jul-15",NA,NA,""
"Three Cod Tavern","7/4/2015","Marblehead MA 01945","141 Pleasant St.","","03-Nov-15",NA,NA,""
"","7/4/2015","","","","19-Jan-16",NA,NA,""
"Hurricane Betty's","7/5/2015","Worcester, MA 01608","350 Southbridge Street","","20-Oct-15",NA,NA,""
"NONE","7/5/2015","NONE","NONE","","17-Aug-15",NA,NA,""
"Chicks Tavern","7/7/2015","Winchendon, MA 01475","196 Pleasant Street","","22-Jan-16",NA,1,"R1203205"
"Perfect Game","7/7/2015","Worcester, MA 01604","64 Water Street","","10-Jul-15",NA,NA,""
"The Ritz Cafe","7/7/2015","Oak Bluffs, MA 02557","4 Circuit Ave","","30-Jul-15",NA,NA,""
"Waxy O'Connor's","7/7/2015","Foxboro Ma 02035","121 Main Street","","10-Jul-15",NA,NA,""
"Private","7/8/2015","N/A","N/A","","29-Jul-15",NA,NA,""
"Runbar 
 Intercontinental Hotel","7/8/2015","Boston, MA 02110","343 Congress Street","","17-Aug-15",NA,NA,""
"Garrison's Food & Spirits","7/9/2015","Billerica MA 01821","303 Boston Rd","","30-Jul-15",NA,NA,""
"Mardi Gras","7/9/2015","Springfield, MA 01001","Worthington Street","","06-Jan-16",NA,NA,""
"On The Border","7/9/2015","Rocky Hill, CT 06067","1519 Silas Deane Hwy.","","22-Sep-15",NA,NA,""
"Xfinity Center","7/9/2015","Mansfield MA 02048","885 S Main St","","12-Aug-15",NA,NA,""
"Dave & Busters","7/10/2015","Woburn, MA 01801","271 Mishawum Rd","","17-Feb-16",NA,NA,""
"LUCIOSOS","7/10/2015","PLYMOUTH MA","PLYMOUTH MA","","10-Aug-15",NA,NA,""
"private","7/10/2015","private","private","","15-Sep-15",NA,NA,""
"Snow's Restaurant","7/10/2015","Ware, MA 01082","Pleasant Street","","22-Sep-15",NA,NA,""
"Motor Vehicle","7/11/2015","xxxxx","xxxxx","60 Day Loss of License","12-Aug-15",NA,NA,""
"NONE","7/11/2015","NONE","NONE","","13-Jul-15",NA,NA,""
"PAV","7/11/2015","Webster, MA 01570","Ray St.","","28-Jul-15",NA,NA,""
"Private","7/11/2015","Private","Private","","14-Jul-15",NA,NA,""
"private","7/11/2015","private","private","","20-Jul-15",NA,NA,""
"Surfside","7/11/2015","Salisbury, MA 01952","25 Broadway Street","","04-Jan-16",NA,NA,""
"VFW","7/11/2015","Easton Ma 02375","Rock STreet","","21-Sep-15",NA,NA,""
"NIXS","7/12/2015","Newburyport, MA 01950","10 Center Street","","20-Jul-15",NA,NA,""
"NONE","7/12/2015","NONE","NONE","","14-Jul-15",NA,NA,""
"Uncle Eddie's","7/13/2015","Salisbury, MA 01952","8 Ocean Front","","26-Aug-15",NA,NA,""
"Cabaret Lounge","7/15/2015","Peabody, MA 01960","96 Newbury Street","","12-Aug-15",NA,1,"R1892246"
"Turtle Pond","7/15/2015","Palmer, MA 01069","349 Wilbraham Road","","02-Nov-15",NA,NA,""
"FAT CAT BAR & GRILL","7/16/2015","SPRINGFIELD, MA. 01103","232 WORTHINGTON ST.","","27-Jul-15",NA,NA,""
"Private","7/16/2015",NA,NA,"","11-Sep-15",NA,NA,""
"The Thirsty Whale","7/16/2015","Newburyport, MA 01950","State Street","","27-Aug-15",NA,NA,""
"Anchor Pub & Grille","7/17/2015","BEVERLY, MA 01915","20 CABOT STREET","","31-Jul-15",NA,1,"R1220566"
"Brava","7/17/2015","Lenox MA 01240","27 Housatonic St","","21-Jul-15",NA,1,"M9338541"
"Casa Brasil Buffet & Grill","7/17/2015","Milford, MA 01757","112 Main Street","","25-Jan-16",NA,1,"R1826896"
"CASSIE'S","7/17/2015","ATTLEBORO, MA 02703","220 O'NEIL BLVD","","21-Aug-15",NA,1,"R1626987"
"JJ'S Tavern","7/17/2015","Florence, MA 01062","99 Main Street","","17-Aug-15",NA,NA,""
"King Jade Restaurent","7/17/2015","Whitinsville, MA 01588","Providence Rd.","","28-Jan-16",NA,NA,""
"Ocean Edge Resort","7/17/2015","Brewster, MA 02631","2907 Main Street","","17-Aug-15",NA,NA,""
"Seaglass","7/17/2015","Salisbury, MA 01952","4 Oceanfront","","23-Sep-15",NA,NA,""
"The Chateau","7/17/2015","Andover, MA 01810","131 River Road","","14-Aug-15",NA,NA,""
"China Ruby","7/18/2015","Maynard, MA","nason st","","11-Aug-15",NA,1,"M8588915"
"Elkiosco","7/18/2015","East Boston, MA 02128","972 Saratoga St.","","04-Mar-16",NA,NA,""
"Flying Rhino Cafe","7/18/2015","Worcester, MA 01604","278 Shrewsbury Street","","06-Aug-15",NA,NA,""
"In a Pig's Eye","7/18/2015","Salem, MA 01970","Derby St","","17-Nov-15",NA,NA,""
"Joe's Beach Bar and Grill","7/18/2015","Orleans, MA 02653","5 Beach Road","","04-Aug-15",NA,NA,""
"Singapore Restaurant","7/18/2015","Fitchburg Ma 01420","Twin City Mall","","04-Dec-15",NA,NA,""
"Tavern","7/18/2015","Salem, MA 01970","18 Washington Square W","","20-Jul-15",NA,NA,""
"Unknown","7/18/2015","Unknown","Unknown","","19-Feb-16",NA,NA,""
"Ashfield Lake House","7/19/2015","Ashfield MA 01330","103 Sunderland Road","","11-Sep-15",NA,1,"R1300557"
"Patriot Tavern","7/19/2015","Walpole, Ma 02081","102 Main Street","","31-Aug-15",NA,NA,""
"The Wharf Pub","7/20/2015","Edgartown, MA 02539","Dock and Main Streets","","17-Aug-15",NA,NA,""
"Private","7/21/2015","Private","Private","","13-Aug-15",NA,NA,""
"BAILEYS RESTAURANT","7/22/2015","East Wareham, MA 02538","3056 Cranberry Highway","","28-Oct-15",NA,1,"R1640274"
"Charles River Country Club","7/22/2015","Newton, Ma 02459","483 Dedham Street","","23-Jul-15",NA,1,"R2551417"
"Jade's Restaurant","7/22/2015","Peabody,MA 01960","4 Bourbon Street","","08-Jun-16",NA,NA,""
"Sunset Tiki Bar (Nashoba Valley Ski Area)","7/22/2015","Westford, MA. 01886","79 Powers Road","","24-Feb-16",NA,NA,""
"The Summer House","7/22/2015","Siasconset Ma 02564","17 Ocean Avenue","","14-Sep-15",NA,NA,""
"Buccaneer Lounge","7/23/2015","Agawam, MA 01001","86 Maple St.","","21-Aug-15",NA,1,"R1631989"
"Costellos","7/23/2015","Jamaica Plain, MA.02130","723 Center Street","","28-Aug-15",NA,NA,""
"Raven's Nest","7/23/2015","Walpole, MA 02081","998 Main St","","14-Oct-15",NA,NA,""
"HALUWA RESTAURANT & LOUNGE","7/24/2015","NASHUA, N.H. 03063","44 GUSABEL AVENUE","","22-Jan-16",NA,NA,""
"Margaritas Mexican Restaurant","7/24/2015","Lexington, MA 02420","438 Bedford Street","","07-Aug-15",NA,NA,""
"Private","7/24/2015","Private","Private","","18-May-16",NA,NA,""
"Thirsty's","7/24/2015","Tyngsboro, Ma 01879","25 Parham Road","","22-Jan-16",NA,NA,""
"Bistro 63 Monkey Bar and Grill","7/25/2015","Amherst, MA 01002","63 North Pleasant Street","","20-Apr-16",NA,1,"R0959160"
"Halfway Cafe","7/25/2015","Canton,MA 02021","95 Washington St","","09-Sep-15",NA,NA,""
"J.C. Fenwick's Pub","7/25/2015","Leominster, MA 01453","37 Mechanic St","","28-Sep-15",NA,NA,""
"Nix's Resturant","7/25/2015","Newburyport, MA 01950","10 Center Street","","06-May-16",NA,NA,""
"Szechuan Taste","7/25/2015","Newburyport, MA 01950","19 Pleasant Street","","27-Jul-15",NA,NA,""
"The Seafood Shanty","7/25/2015","Edgartown, MA 02539","31 Dock Street","","10-Aug-15",NA,NA,""
"Fat Cat","7/26/2015","Springfield, MA 01103","232 Worthington St.","","26-Jan-16",NA,NA,""
"Governor Bradford Restaurant","7/26/2015","Provincetown, MA 02657","319 Commercial Street","","28-Jul-15",NA,NA,""
"Private","7/26/2015","Private","Private","","20-Oct-15",NA,NA,""
"private residence","7/26/2015","xxx","xxx","","13-Jun-16",NA,NA,""
"THE DOG BAR","7/26/2015","Gloucester, MA 01930","65 Main Street","","08-Sep-15",NA,NA,""
"Tony & Penny's","7/26/2015","Ludlow, MA 01056","18 Canterbury St.","","27-Jul-15",NA,NA,""
"Last Shot","7/27/2015","Stoughton, MA 02072","559 Washington St","","08-Dec-15",NA,NA,""
"Ye Ole Watering Hole","7/27/2015","Northampton, MA 01060","Pleasant Street","","19-Aug-15",NA,NA,""
"99 Restaurant","7/29/2015","Wareham, MA 02571","3013 Cranberry Highway","","04-Sep-15",NA,1,"R0404956"
"British Beer Company","7/29/2015","Danvers, MA 01923","29 Andover Street","","28-Aug-15",NA,1,"R2448561"
"Franky B's Billards","7/29/2015","Wilbraham, MA 01095","2957 Boston Rd","","23-Sep-15",NA,NA,""
"Sushi Yanagi","7/29/2015","Chelmsford, MA 01824","83 Parkhurst Rd","","18-Sep-15",NA,NA,""
"The Crossroads Cafe","7/29/2015","PIttsfield, MA 01201","195 Onota St.","","15-Sep-15",NA,NA,""
"Souther's Marsh Golf Club","7/31/2015","Plymouth, MA 02360","30 Southers Marsh Lane","","15-Dec-15",NA,NA,""
"Sylvan Street Grill","7/31/2015","Salisbury, MA 01952","Elm Street","","12-Aug-15",NA,NA,""
"Anthony's","8/1/2015","South Hadley, MA 01075","500 New Ludlow Road","","07-Oct-15",NA,1,"R1263393"
"CHERRY HILL GOLF COURSE","8/1/2015","AMHERST MA 01002","325 MONTAGUE ROAD","","07-Jan-16",NA,1,"R2603514"
"Hurricane Betty's","8/1/2015","Worcester, MA 01608","350 Southbridge Street","","27-Aug-15",NA,NA,""
"Legal Seafood","8/1/2015","Somerville, MA","Assembly Row","","16-Dec-15",NA,NA,""
"Unknown","8/1/2015","Unknown","Unknown","","12-Sep-16",NA,NA,""
